id,japanese,hiragana,kanji_references,romaji,english,category,jlpt_level,example_japanese,example_english,notes,part_of_speech,part_of_speech_references,frequency,pitch_accent
voc0214,お店,おみせ,k0095,omise,shop (polite),place,N4,お店の場所を教えてください。,Please tell me the location of the store.,,noun,,very high,LHHL
voc0215,古い,ふるい,k0096,furui,old (things),description,N4,この建物は古いです。,This building is old.,,adjective,,very high,LHHL
voc0216,古本,ふるほん,k0096|k0009,furuhon,used book,object,N4,古本屋で本を買いました。,I bought a book at a used bookstore.,,noun,,medium,LHHL
voc0217,買う,かう,k0097,kau,to buy,action,N4,新しい服を買いました。,I bought new clothes.,,verb,,very high,LHL
voc0218,買い物,かいもの,k0097|k0154,kaimono,shopping,action,N4,買い物に行きます。,I will go shopping.,,noun,,very high,LHHHL
voc0219,週,しゅう,k0098,shuu,week,time,N4,今週は忙しいです。,This week is busy.,,noun,,very high,LHH
voc0220,先週,せんしゅう,k0050|k0098,senshuu,last week,time,N4,先週映画を見ました。,I watched a movie last week.,,noun,,very high,LHHL
voc0221,花,はな,k0099,hana,flower,nature,N4,庭に花を植えました。,I planted flowers in the garden.,,noun,,very high,LHL
voc0222,花見,はなみ,k0099|k0016,hanami,cherry blossom viewing,nature,N4,来週花見に行きます。,I will go cherry blossom viewing next week.,,noun,,high,LHHL
voc0223,花火,はなび,k0099|k0073,hanabi,fireworks,art,N4,夏に花火を見ました。,I watched fireworks in summer.,,noun,,high,LHHL
voc0224,駅,えき,k0100,eki,station,place,N4,駅で友達を待ちます。,I will wait for my friend at the station.,,noun,,very high,LHL
voc0225,駅員,えきいん,k0100|k0112,ekiin,station staff,people,N4,駅員に道を聞きました。,I asked the station staff for directions.,,noun,,high,LHHL
voc0226,飲む,のむ,k0101,nomu,to drink,action,N4,水を飲んでいます。,I am drinking water.,,verb,,very high,LHL
voc0227,飲み物,のみもの,k0101|k0154,nomimono,drink; beverage,food,N4,何か飲み物はいりますか。,Would you like something to drink?,,noun,,very high,LHHHL
voc0228,魚,さかな,k0102,sakana,fish,animal,N4,魚を料理します。,I will cook fish.,,noun,,very high,LHHL
voc0229,金魚,きんぎょ,k0028|k0102,kingyo,goldfish,animal,N4,金魚を飼っています。,I keep goldfish.,,noun,,medium,LHHL
voc0230,同じ,おなじ,k0103,onaji,same,abstract,N4,同じ意見です。,I have the same opinion.,,adjective,,very high,LHHL
voc0231,同僚,どうりょう,k0103|k0121,douryou,colleague,people,N4,同僚と昼食を食べます。,I eat lunch with colleagues.,,noun,,high,LHHL
voc0232,事,こと,k0104,koto,thing; matter,abstract,N4,大事なことを話します。,I will talk about important things.,,noun,,very high,LHL
voc0233,仕事,しごと,k0196|k0104,shigoto,work; job,society,N4,仕事が忙しいです。,Work is busy.,,noun,,very high,LHHL
voc0234,自分,じぶん,k0105|k0018,jibun,oneself,people,N4,自分でやります。,I will do it myself.,,noun,,very high,LHL
voc0235,自転車,じてんしゃ,k0105|k0178|k0065,jitensha,bicycle,object,N4,自転車で学校に行きます。,I go to school by bicycle.,,noun,,very high,LHHHL
voc0236,出発,しゅっぱつ,k0012|k0106,shuppatsu,departure,action,N4,明日の朝出発します。,I depart tomorrow morning.,,noun,,high,LHHHL
voc0237,発音,はつおん,k0106|k0203,hatsuon,pronunciation,language,N4,発音の練習をします。,I practice pronunciation.,,noun,,high,LHHL
voc0238,若者,わかもの,k0107,wakamono,young person; youth,people,N4,若者が増えています。,The number of young people is increasing.,,noun,,high,LHHL
voc0239,記者,きしゃ,k0107,kisha,journalist,people,N4,新聞記者にインタビューされました。,I was interviewed by a newspaper journalist.,,noun,,medium,LHL
voc0240,地下,ちか,k0108|k0038,chika,underground,place,N4,地下に駐車場があります。,There is a parking lot underground.,,noun,,very high,LHL
voc0241,地図,ちず,k0108|k0208,chizu,map,object,N4,地図を見て道を確認しました。,I checked the route by looking at a map.,,noun,,very high,LHL
voc0242,農業,のうぎょう,k0109,nougyo,agriculture,society,N4,農業を学んでいます。,I am learning agriculture.,,noun,,medium,LHHL
voc0243,授業,じゅぎょう,k0109,jugyou,class; lesson,education,N4,授業に遅刻しました。,I was late for class.,,noun,,very high,LHHL
voc0244,方,かた,k0110,kata,way; direction; person (respectful),abstract,N4,この方が先生です。,This person is the teacher.,,noun,,very high,LHL
voc0245,方向,ほうこう,k0110|k0040,houkou,direction,direction,N4,方向が分かりません。,I don't know the direction.,,noun,,high,LHHL
voc0246,場所,ばしょ,k0111|k0049,basho,place; location,place,N4,待ち合わせの場所を決めましょう。,Let's decide on a meeting place.,,noun,,very high,LHHL
voc0247,駐車場,ちゅうしゃじょう,k0111,chuushajou,parking lot,place,N4,駐車場はありますか。,Is there a parking lot?,,noun,,very high,LHHHHHL
voc0248,会員,かいいん,k0081|k0112,kaiin,member,people,N4,会員になりました。,I became a member.,,noun,,high,LHHL
voc0249,社員,しゃいん,k0082|k0112,shain,company employee,people,N4,社員が百人います。,There are one hundred employees.,,noun,,high,LHHL
voc0250,開ける,あける,k0113,akeru,to open,action,N4,窓を開けてください。,Please open the window.,,verb,,very high,LHHL
voc0251,開始,かいし,k0113|k0161,kaishi,start; commencement,action,N4,会議の開始時間は何時ですか。,What time does the meeting start?,,noun,,high,LHL
voc0252,力,ちから,k0114,chikara,power; strength,abstract,N4,力を合わせましょう。,Let's combine our strength.,,noun,,very high,LHHL
voc0253,努力,どりょく,k0114,doryoku,effort; endeavor,abstract,N4,努力すれば成功します。,If you make an effort you will succeed.,,noun,,very high,LHHL
voc0254,問題,もんだい,k0115|k0125,mondai,problem; question,abstract,N4,問題を解いてください。,Please solve the problem.,,noun,,very high,LHHL
voc0255,質問,しつもん,k0185|k0115,shitsumon,question,language,N4,質問があります。,I have a question.,,noun,,very high,LHHL
voc0256,時代,じだい,k0014|k0116,jidai,era; period,time,N4,江戸時代は面白いです。,The Edo period is interesting.,,noun,,high,LHHL
voc0257,代わり,かわり,k0116|k0039,kawari,substitute; instead,abstract,N4,代わりにやってくれますか。,Can you do it instead?,,noun,,high,LHHL
voc0258,明るい,あかるい,k0117,akarui,bright; cheerful,description,N4,この部屋は明るいです。,This room is bright.,,adjective,,very high,LHHHL
voc0259,説明,せつめい,k0117|k0143,setsumei,explanation,language,N4,もう一度説明してください。,Please explain again.,,noun,,very high,LHHL
voc0260,動く,うごく,k0118,ugoku,to move,action,N4,車が動いています。,The car is moving.,,verb,,very high,LHHL
voc0261,運動,うんどう,k0163|k0118,undou,exercise; movement,action,N4,毎日運動しています。,I exercise every day.,,noun,,very high,LHHL
voc0262,京都,きょうと,k0119|k0090,kyouto,Kyoto,place,N4,京都は古い町です。,Kyoto is an old town.,,noun,,very high,LHHL
voc0263,通う,かよう,k0120,kayou,to commute; to attend,action,N4,電車で会社に通います。,I commute to the company by train.,,verb,,very high,LHHL
voc0264,通り,とおり,k0120,toori,street; as expected,place,N4,この通りをまっすぐ行ってください。,Please go straight down this street.,,noun,,very high,LHHL
voc0265,料理,りょうり,k0171|k0121,ryouri,cooking; cuisine,food,N4,料理が得意です。,I am good at cooking.,,noun,,very high,LHHL
voc0266,理由,りゆう,k0121|k0169,riyuu,reason,abstract,N4,遅れた理由を教えてください。,Please tell me the reason for your delay.,,noun,,very high,LHHL
voc0267,体,からだ,k0122,karada,body,body,N4,体に気をつけてください。,Please take care of your body.,,noun,,very high,LHHL
voc0268,体育,たいいく,k0122|k0031,taiiku,physical education,education,N4,体育の授業が好きです。,I like physical education class.,,noun,,high,LHHL
voc0269,田んぼ,たんぼ,k0123,tanbo,rice paddy,nature,N4,田んぼで米を育てています。,I grow rice in the paddy field.,,noun,,high,LHL
voc0270,田舎,いなか,k0123|k0133,inaka,countryside; rural area,place,N4,田舎に住みたいです。,I want to live in the countryside.,,noun,,high,LHHL
voc0271,主人,しゅじん,k0124|k0004,shujin,husband; master,people,N4,主人はまだ帰っていません。,My husband has not come home yet.,,noun,,high,LHHL
voc0272,主に,おもに,k0124,omoni,mainly; primarily,abstract,N4,主に電車で移動します。,I mainly travel by train.,,adverb,,high,LHHL
voc0273,宿題,しゅくだい,k0125,shukudai,homework,education,N4,宿題を忘れました。,I forgot my homework.,,noun,,very high,LHHHL
voc0274,題名,だいめい,k0125|k0051,daimei,title (of a work),abstract,N4,本の題名を教えてください。,Please tell me the title of the book.,,noun,,high,LHHL
voc0275,意味,いみ,k0126|k0198,imi,meaning,language,N4,この言葉の意味は何ですか。,What is the meaning of this word?,,noun,,very high,LHHL
voc0276,意見,いけん,k0126|k0063,iken,opinion,abstract,N4,あなたの意見を聞かせてください。,Please tell me your opinion.,,noun,,very high,LHHL
voc0277,不安,ふあん,k0127|k0089,fuan,anxiety; unease,feeling,N4,試験の前は不安です。,I feel anxious before exams.,,noun,,very high,LHL
voc0278,不思議,ふしぎ,k0127|k0135,fushigi,mysterious; strange,abstract,N4,不思議な出来事がありました。,A mysterious thing happened.,,adjective,,high,LHHHL
voc0279,作る,つくる,k0128,tsukuru,to make; to create,action,N4,料理を作ります。,I will make food.,,verb,,very high,LHHL
voc0280,作品,さくひん,k0128|k0156,sakuhin,work (of art); piece,art,N4,すばらしい作品です。,It is a wonderful work.,,noun,,high,LHHL
voc0281,用意,ようい,k0129|k0126,youi,preparation; ready,abstract,N4,用意ができました。,I am ready.,,noun,,very high,LHL
voc0282,使用,しよう,k0155|k0129,shiyou,use; usage,action,N4,この機械の使用方法を教えてください。,Please teach me how to use this machine.,,noun,,high,LHL
voc0283,今度,こんど,k0027|k0130,kondo,this time; next time,time,N4,今度一緒に行きましょう。,Let's go together next time.,,noun,,very high,LHL
voc0284,程度,ていど,k0130,teido,degree; extent,abstract,N4,どの程度できますか。,To what degree can you do it?,,noun,,high,LHHL
voc0285,強い,つよい,k0131,tsuyoi,strong,description,N4,彼はとても強いです。,He is very strong.,,adjective,,very high,LHHL
voc0286,勉強,べんきょう,k0235|k0131,benkyou,study,education,N4,毎日勉強しています。,I study every day.,,noun,,very high,LHHL
voc0287,持つ,もつ,k0132,motsu,to hold; to carry,action,N4,荷物を持ちましょうか。,Shall I carry your luggage?,,verb,,very high,LHL
voc0288,気持ち,きもち,k0040|k0132,kimochi,feeling,feeling,N4,気持ちを伝えたいです。,I want to convey my feelings.,,noun,,very high,LHHL
voc0289,野菜,やさい,k0133|k0021,yasai,vegetable,food,N4,野菜をたくさん食べます。,I eat a lot of vegetables.,,noun,,very high,LHHL
voc0290,野球,やきゅう,k0133|k0180,yakyuu,baseball,action,N4,野球が大好きです。,I love baseball.,,noun,,very high,LHL
voc0291,以上,いじょう,k0134|k0024,ijou,more than; above,abstract,N4,千円以上かかります。,It costs more than a thousand yen.,,noun,,very high,LHHL
voc0292,以下,いか,k0134|k0038,ika,less than; below,abstract,N4,十八歳以下は入れません。,Those under 18 cannot enter.,,noun,,high,LHL
voc0293,思う,おもう,k0135,omou,to think; to feel,abstract,N4,そう思います。,I think so.,,verb,,very high,LHHL
voc0294,思い出,おもいで,k0135|k0012,omoide,memory; recollection,feeling,N4,楽しい思い出があります。,I have happy memories.,,noun,,very high,LHHHL
voc0295,家,いえ,k0136,ie,house; home,place,N4,私の家は駅の近くです。,My house is near the station.,,noun,,very high,LHL
voc0296,家族,かぞく,k0136|k0188,kazoku,family,people,N4,家族と一緒に食事します。,I eat with my family.,,noun,,very high,LHHL
voc0297,世界,せかい,k0137|k0141,sekai,world,abstract,N4,世界中を旅したいです。,I want to travel around the world.,,noun,,very high,LHL
voc0298,世話,せわ,k0137|k0044,sewa,care; looking after,abstract,N4,子どもの世話をします。,I take care of the children.,,noun,,very high,LHL
voc0299,正しい,ただしい,k0138,tadashii,correct; right,abstract,N4,正しい答えを書いてください。,Please write the correct answer.,,adjective,,very high,LHHHL
voc0300,正直,しょうじき,k0138|k0151,shoujiki,honest,abstract,N4,正直に言ってください。,Please be honest.,,noun,,high,LHHHL
voc0301,病院,びょういん,k0184|k0139,byouin,hospital,health,N4,病院に行きました。,I went to the hospital.,,noun,,very high,LHHL
voc0302,大学院,だいがくいん,k0006|k0031|k0139,daigakuin,graduate school,education,N4,大学院で研究しています。,I am doing research at graduate school.,,noun,,high,LHHHHL
voc0303,心,こころ,k0140,kokoro,heart; mind,body,N4,心が温かいです。,My heart is warm.,,noun,,very high,LHHL
voc0304,安心,あんしん,k0089|k0140,anshin,peace of mind,feeling,N4,無事について安心しました。,I was relieved about the safety.,,noun,,very high,LHHL
voc0305,世界,せかい,k0137|k0141,sekai,world,abstract,N4,世界は広いです。,The world is big.,,noun,,very high,LHL
voc0306,界隈,かいわい,k0141,kaiwai,neighborhood; area,place,N4,この界隈は静かです。,This neighborhood is quiet.,,noun,,medium,LHHL
voc0307,教える,おしえる,k0142,oshieru,to teach; to tell,education,N4,日本語を教えています。,I teach Japanese.,,verb,,very high,LHHHL
voc0308,教室,きょうしつ,k0142|k0209,kyoushitsu,classroom,education,N4,教室で勉強しています。,I am studying in the classroom.,,noun,,very high,LHHHL
voc0309,文章,ぶんしょう,k0143|k0049,bunshou,sentence; text,language,N4,長い文章を書きました。,I wrote a long passage.,,noun,,very high,LHHL
voc0310,作文,さくぶん,k0128|k0143,sakubun,composition; essay,language,N4,作文を書きました。,I wrote an essay.,,noun,,high,LHHL
voc0311,元気,げんき,k0144|k0040,genki,healthy; energetic,state,N4,元気に過ごしています。,I am getting along fine.,,adjective,,very high,LHL
